L1,L2,L3,RAM
51,45,69,1224
45,51,72,303
51,45,72,1197
48,45,72,297
45,45,69,1221
45,45,63,294
45,45,69,1212
54,45,72,294
45,45,69,1221
51,45,72,294
45,45,69,1212
48,45,69,294
45,45,72,1218
45,51,75,294
51,45,69,303
48,45,72,303
51,51,72,1089
45,45,69,294
45,45,72,1215
54,45,69,294
45,51,72,1218
51,48,69,294
45,51,69,1224
54,48,69,294
45,51,69,1215
45,45,69,294
51,48,72,1212
48,45,75,294
51,45,69,1215
45,54,69,297
45,48,69,1221
48,45,69,294
45,48,69,303
51,45,72,303
45,45,69,309
54,45,72,294
45,54,72,1005
45,45,69,294
45,48,69,1218
48,45,69,297
51,48,69,1218
45,45,69,294
51,48,75,1215
48,51,69,294
45,45,69,1218
45,48,72,294
45,51,69,1224
54,48,69,294
45,45,69,1215
51,54,69,294
45,45,72,891
48,45,69,291
45,51,69,1212
45,45,69,294
51,45,69,1212
48,45,69,294
51,45,72,1221
45,45,75,294
45,48,69,1137
54,45,69,294
45,45,72,1218
51,45,72,294
45,45,63,1209
54,45,69,294
45,45,69,1218
45,45,72,297
51,45,63,1182
48,45,72,294
51,45,69,636
45,45,69,294
45,45,69,1215
48,51,75,291
45,51,69,1224
51,45,63,294
45,51,72,1176
54,45,72,297
45,54,72,1221
45,45,69,294
45,45,69,1212
48,51,69,294
51,48,72,1221
45,45,69,294
51,45,69,1185
48,45,72,294
45,45,69,1218
45,45,69,294
45,45,75,300
54,45,72,309
45,45,69,303
45,45,72,669
45,48,69,294
48,48,63,1215
45,45,72,294
51,51,72,1218
45,48,69,294
54,51,72,1224
45,48,69,294
45,45,69,1179
54,45,69,291
45,51,72,1224
51,48,5838,294
45,45,69,1215
54,51,69,297
45,51,69,1224
45,48,72,306
51,48,72,300
48,45,69,309
51,51,69,333
45,45,72,294
45,54,69,1209
48,45,69,294
45,51,69,1218
51,51,69,297
45,45,69,1182
51,51,69,294
45,45,75,1215
48,51,72,294
45,45,72,1218
45,45,69,294
51,48,69,1224
48,45,69,294
45,45,69,1179
48,45,69,291
45,45,72,300
51,48,69,300
45,45,69,300
54,45,69,663
45,45,69,294
45,51,69,1212
45,45,72,294
45,45,75,513
51,51,69,300
48,45,72,306
51,54,63,303
45,51,69,303
45,45,69,294
54,51,72,303
45,45,69,255
51,51,69,306
45,45,69,294
54,51,72,1203
45,45,72,306
45,51,69,294
51,45,69,645
48,51,75,294
51,45,69,366
45,45,69,291
45,45,72,441
48,45,69,291
45,51,69,300
51,45,69,297
45,45,72,300
54,45,69,309
45,48,72,309
48,45,72,306
45,48,69,303
45,45,69,309
51,45,72,300
48,48,72,294
51,51,78,348
45,48,63,309
45,45,72,285
51,54,69,303
45,48,69,309
54,48,69,309
45,54,69,300
45,54,69,300
45,48,69,300
48,54,72,309
51,54,72,300
45,45,69,300
51,45,63,309
48,51,69,300
45,48,72,309
45,45,75,306
45,45,72,306
54,45,63,303
45,45,69,303
51,45,69,327
45,48,69,309
48,51,69,303
45,48,72,300
45,48,72,306
51,51,63,309
48,51,69,309
54,48,72,306
45,54,72,306
45,45,72,309
51,51,75,303
48,48,69,300
51,45,69,252
45,51,72,309
45,48,69,303
48,45,69,300
45,45,69,300
51,45,69,255
45,48,69,309
54,51,69,306
45,45,69,306
45,45,69,309
45,51,69,300
48,51,69,300
51,51,72,309
45,45,75,303
51,45,72,300
48,45,72,300
45,45,69,300
45,48,69,306
45,51,72,303
54,45,63,306
45,48,72,306
51,45,69,309
45,45,69,300
48,48,69,300
45,54,69,306
45,45,69,300
51,51,69,300
48,45,69,303
51,48,69,300
45,45,72,309
45,54,69,300
54,45,69,306
45,45,69,306
51,45,69,306
45,45,72,300
54,45,69,306
45,48,69,300
45,51,72,309
51,48,69,309
48,51,72,255
51,45,72,303
45,51,63,303
45,45,75,300
48,48,72,309
45,45,69,309
51,51,69,309
45,45,69,303
54,48,69,306
45,54,69,309
45,51,72,303
45,54,69,309
48,45,72,306
51,45,72,300
45,45,63,309
51,54,69,294
48,54,69,1257
45,45,69,306
45,51,75,291
45,48,69,303
54,45,63,300
45,51,69,303
51,45,69,306
45,51,72,309
48,45,69,300
45,48,69,309
45,45,69,300
51,54,69,300
48,45,69,306
51,51,69,255
45,45,69,300
45,45,69,300
54,54,69,300
45,45,75,303
51,45,69,306
45,54,69,300
54,45,72,300
45,45,72,300
45,51,69,1179
51,51,63,309
48,51,69,306
51,45,69,303
45,54,69,309
45,48,72,303
48,45,69,309
45,45,69,309
51,48,72,291
45,48,75,300
54,45,72,315
45,45,69,300
45,51,72,300
45,45,69,303
48,45,69,276
51,45,63,300
45,51,63,315
51,45,72,297
48,51,72,792
45,45,69,300
45,48,72,312
45,51,69,303
54,45,72,300
45,45,69,300
51,54,78,291
45,45,69,294
48,51,69,309
45,51,72,300
45,48,69,303
51,51,72,309
48,48,72,303
51,54,69,309
45,45,72,300
45,51,69,300
54,45,69,312
45,51,69,309
51,45,72,624
45,45,69,309
54,51,78,303
45,45,69,303
45,45,69,300
51,48,72,300
48,45,69,309
51,45,69,294
45,51,69,300
45,45,69,300
48,45,69,300
45,54,72,300
51,45,63,309
45,45,69,309
54,51,72,303
45,45,69,303
45,48,69,300
45,45,75,309
48,45,72,309
51,45,72,303
45,51,69,306
51,45,69,309
48,51,69,306
45,54,69,303
45,48,69,303
45,51,69,306
54,45,72,309
45,45,69,306
51,45,72,300
45,54,69,303
48,54,69,252
45,48,69,306
45,45,78,300
51,54,72,306
48,45,72,300
51,51,69,303
45,45,72,306
45,51,69,309
54,45,72,300
45,51,69,309
51,45,69,309
45,51,72,789
54,45,69,294
45,48,72,1209
45,54,69,294
51,45,69,1239
48,45,75,294
51,45,69,1230
45,45,63,294
45,54,69,1215
48,54,72,294
45,45,72,1179
51,51,72,294
45,48,69,297
54,54,72,1056
45,45,69,294
45,48,72,1215
45,45,69,297
48,45,69,1167
51,45,69,294
45,51,69,1212
51,45,75,294
48,45,69,1221
45,45,69,294
45,51,69,1212
45,51,69,294
54,45,63,1182
45,51,72,294
51,57,69,1209
45,45,72,294
48,48,69,1218
45,54,69,291
45,45,72,852
51,45,69,294
48,45,69,1179
51,51,78,294
45,45,69,1224
45,45,72,294
54,45,69,1215
45,45,69,291
51,45,69,1224
45,45,72,294
54,45,69,1176
45,45,69,297
45,48,69,1221
51,54,69,294
48,48,69,1212
51,45,72,294
45,45,72,1221
45,48,69,294
48,51,78,1245
45,45,69,294
51,51,72,1215
45,45,69,294
54,54,72,1218
45,48,69,294
45,54,69,1224
45,48,69,294
48,51,72,1179
51,45,69,291
45,45,72,1224
51,45,69,294
48,45,63,1215
45,51,69,297
45,48,69,1221
45,45,78,294
54,48,69,1176
45,54,69,300
51,45,72,438
45,45,72,294
48,51,69,1239
45,45,72,291
45,45,69,1230
51,45,69,294
48,45,63,1200
51,54,63,294
45,48,63,1245
45,48,69,291
54,51,69,1236
45,51,78,294
51,51,72,1218
45,45,72,294
54,48,69,1188
45,54,69,294
45,45,63,1215
51,54,69,294
48,45,69,999
51,51,69,297
45,45,63,1221
45,45,69,294
48,48,63,1176
45,45,72,294
51,51,69,1221
45,45,72,294
54,51,75,1212
45,45,69,294
45,45,72,1218
45,45,72,294
48,45,69,1173
51,45,63,294
45,51,72,1218
51,48,69,297
48,51,69,1218
45,48,72,321
45,45,69,294
45,54,63,1212
54,54,69,294
45,45,69,1176
51,45,72,297
45,51,75,1221
48,45,69,294
45,45,69,1212
45,45,72,294
51,45,69,1221
48,51,69,294
51,45,69,1173
45,45,72,294
45,45,69,1218
54,51,72,294
45,45,72,1209
51,51,69,294
45,45,69,309
54,51,69,309
45,45,75,300
45,51,69,294
51,45,72,912
48,51,69,294
51,45,63,1251
45,48,69,294
45,45,72,1236
48,45,69,294
45,45,72,1212
51,54,69,294
45,45,72,1224
54,54,69,297
45,45,69,1221
45,54,69,294
45,45,69,1212
48,51,78,294
51,45,69,300
45,54,69,750
51,45,69,297
48,45,72,1218
45,48,72,294
45,45,72,1215
45,48,69,294
54,51,72,1179
45,45,63,294
51,51,69,1224
45,45,69,294
48,45,69,1215
45,51,69,291
45,45,72,1224
51,45,78,294
48,45,72,1176
51,45,69,297
45,51,69,1221
45,45,72,513
54,51,72,294
45,54,72,1212
51,45,69,294
45,51,69,1218
54,45,69,291
45,45,69,1182
45,45,72,294
51,54,63,1218
48,45,69,297
51,45,75,1218
45,45,69,294
45,51,72,1215
48,45,69,294
45,45,69,1179
51,51,69,294
45,45,72,1224
54,54,63,294
45,45,69,420
45,45,69,294
45,45,69,1215
48,54,69,297
51,51,63,1185
45,45,69,294
51,48,72,1212
48,45,72,294
45,51,72,1221
45,45,69,294
45,54,69,1212
54,45,69,294
45,45,69,1182
51,51,69,294
45,45,72,1209
48,45,72,294
45,48,72,1218
45,51,72,291
51,45,72,294
48,54,69,300
51,45,72,306
45,51,84,300
45,45,63,636
54,51,69,291
45,51,69,1224
51,45,72,294
45,54,72,1215
54,45,69,297
45,45,69,1185
45,45,69,294
51,45,69,1212
48,51,69,294
51,45,69,1221
45,45,72,294
45,54,72,1212
48,45,72,294
45,51,75,669
51,45,69,294
45,45,69,1218
54,45,69,297
45,54,63,1218
45,48,72,294
45,45,69,1215
48,48,63,300
51,45,69,1200
45,45,69,294
51,45,72,1224
48,54,72,294
45,45,72,1215
45,45,72,291
45,48,69,1224
54,51,75,294
45,45,69,1122
51,45,69,291
45,54,72,579
48,48,72,294
45,45,72,1194
45,45,63,294
51,51,69,1218
48,45,72,291
51,45,69,1182
45,51,69,294
45,45,63,1218
54,51,69,297
45,48,69,1218
51,45,75,294
45,51,72,1215
54,45,72,294
45,45,69,1179
45,45,72,294
51,48,72,1224
48,51,69,294
51,45,69,300
45,51,72,294
45,45,72,1065
48,45,72,294
45,54,69,1212
51,45,63,291
45,54,69,1233
54,45,69,294
45,45,84,1248
45,45,69,294
45,54,72,1233
45,45,69,294
45,51,72,1191
54,45,69,294
45,54,69,1209
51,45,69,294
45,45,69,1218
54,51,69,297
45,54,72,498
45,45,69,294
51,51,69,1188
45,45,72,294
54,54,72,1215
45,45,84,291
45,54,69,1224
45,45,72,294
48,45,72,1215
51,54,72,297
48,45,69,1185
51,51,69,294
45,45,72,1212
45,54,72,294
54,48,72,1221
45,51,63,294
51,45,72,1212
48,45,69,294
45,45,69,303
45,48,75,309
45,45,69,303
54,51,69,639
45,45,69,297
51,51,72,1218
45,45,69,294
45,51,72,1179
54,45,72,294
45,54,69,1218
51,45,72,294
45,45,72,1224
54,45,72,294
45,45,69,1215
45,51,69,291
51,48,72,1185
48,45,78,294
51,54,69,1215
45,51,72,300
45,45,69,309
48,45,69,303
45,45,69,783
51,45,72,294
45,45,69,1164
51,45,72,294
45,51,69,1209
48,45,69,294
45,45,69,1218
45,45,72,297
51,45,69,1218
48,45,69,294
45,51,75,294
45,45,72,300
48,48,69,300
51,45,69,300
45,45,69,723
51,51,69,294
48,45,69,309
45,51,69,303
45,45,69,300
45,51,69,672
54,45,72,297
45,45,72,1221
51,48,69,294
45,45,69,1212
48,45,78,294
45,45,69,1221
45,45,72,294
51,45,63,1194
48,45,72,294
51,51,69,1218
45,48,72,294
45,51,69,1209
54,45,69,294
45,45,69,546
54,45,72,300
45,51,69,1200
45,45,72,294
45,54,72,1224
48,45,69,294
51,45,75,1215
45,51,69,291
51,45,69,1224
45,51,69,303
45,45,72,1197
54,51,72,297
45,45,69,1221
51,54,72,294
45,51,69,1212
54,48,69,294
45,54,69,1221
45,45,72,294
51,48,72,300
48,51,69,306
51,45,69,300
45,51,75,678
45,45,72,294
48,45,69,1218
45,54,69,297
51,48,72,1209
45,54,69,294
54,48,72,1215
45,45,69,294
45,45,72,1218
45,45,69,294
48,51,63,1224
51,48,69,294
45,45,72,1200
51,54,72,291
48,51,75,1224
45,51,69,303
45,45,69,309
45,51,69,297
54,45,72,1005
45,54,69,294
51,45,69,1185
45,54,72,294
48,45,72,1218
45,54,69,294
45,45,72,1209
51,48,72,294
48,45,72,1218
51,54,72,297
45,45,72,1209
45,45,78,294
54,54,69,1215
45,45,72,294
51,48,69,1218
45,54,69,297
54,45,72,300
45,51,69,300
45,45,69,300
51,51,69,708
48,48,72,294
51,45,72,1215
45,45,72,297
45,45,72,1221
48,45,69,294
45,48,69,1212
51,45,84,300
45,45,72,300
54,45,69,294
45,45,72,1035
45,51,69,294
45,48,69,1218
48,51,72,294
51,48,69,300
45,51,72,291
51,48,69,975
48,54,69,294
45,51,69,1218
45,48,69,294
45,48,69,1224
54,54,75,294
45,48,72,1215
51,48,69,294
45,45,72,1212
48,45,72,294
45,51,72,1215
45,45,69,297
51,45,72,1221
48,45,69,294
51,45,72,1212
45,45,69,291
45,51,69,306
54,45,72,303
45,45,63,309
51,45,69,333
45,51,78,294
54,45,63,1209
45,51,72,294
45,45,72,1200
51,51,72,297
48,48,69,1218
51,51,72,294
45,45,72,1215
45,45,69,294
48,54,69,1218
45,45,69,294
51,51,69,1215
45,51,72,294
54,48,69,1218
45,45,75,309
45,45,72,438
45,48,72,294
48,51,72,1212
51,45,72,294
45,48,69,1203
51,51,69,294
48,45,69,1212
45,45,72,294
45,51,69,1218
45,48,69,294
54,51,69,1209
45,45,63,294
51,51,69,1200
45,45,72,297
48,45,78,1218
45,45,63,294
45,45,69,1218
51,54,69,294
48,45,69,303
51,45,63,309
45,45,72,306
45,45,69,507
54,48,63,291
45,48,69,1224
51,45,72,294
45,45,69,1215
54,48,72,297
45,45,69,1221
45,48,69,294
51,51,78,1197
48,48,72,294
51,54,69,1221
45,48,69,294
45,51,72,1212
48,45,69,294
45,51,72,300
51,54,69,513
45,48,72,294
54,54,72,1218
45,45,69,297
45,51,63,1218
45,45,69,294
48,51,72,1215
51,45,84,294
45,45,75,1200
51,45,69,294
48,54,69,1224
45,45,69,294
45,48,69,1215
45,48,72,291
54,54,69,1224
45,45,72,294
51,51,72,1200
45,48,69,297
48,51,69,294
45,51,69,300
45,45,69,306
51,51,72,300
48,48,69,387
51,51,69,294
45,51,72,1194
45,45,72,294
54,54,69,1218
45,48,69,297
51,54,72,1218
45,51,69,294
54,45,69,1215
45,45,69,294
45,45,69,1200
51,51,69,294
48,45,69,1224
51,51,69,294
45,45,72,300
45,51,75,300
48,45,72,300
45,45,69,297
51,48,69,906
45,54,72,795
54,48,69,291
45,54,63,1146
45,48,69,294
45,51,69,1191
48,45,63,294
51,54,63,1209
45,54,63,294
51,45,63,1218
48,54,72,297
45,48,75,1218
45,45,72,294
45,45,63,1215
54,45,69,300
45,48,72,309
51,48,69,309
45,51,69,294
48,45,72,1011
45,48,69,297
45,45,72,1221
51,45,63,294
48,51,69,1212
51,45,69,294
45,45,69,1194
45,51,72,294
54,45,84,1212
45,45,69,294
51,48,69,1218
45,51,72,294
54,54,69,1209
45,48,72,294
45,81,69,300
51,45,69,300
48,45,72,300
51,45,72,648
45,51,72,294
45,51,69,1218
48,45,72,294
45,45,72,1224
51,45,69,297
45,45,75,1200
54,45,69,291
45,54,69,1224
45,48,69,294
45,51,69,1215
48,45,63,297
51,45,69,1221
45,45,72,294
51,45,69,1197
48,45,72,306
45,54,69,300
45,45,69,306
45,54,69,291
54,45,69,903
45,54,75,294
51,45,72,1194
45,45,69,291
48,45,63,348
45,45,72,300
45,48,69,351
51,45,72,312
48,54,69,351
51,45,72,291
45,54,69,678
45,51,69,300
54,48,69,309
45,45,69,300
51,51,72,300
45,45,69,294
54,45,75,1128
45,51,69,303
45,48,69,300
51,45,72,294
48,51,72,432
51,48,72,306
45,45,69,303
45,51,69,300
48,51,72,300
45,48,72,306
51,54,69,255
45,45,72,300
54,51,69,306
45,51,69,300
45,54,69,282
45,51,75,300
48,45,69,318
51,45,69,306
45,51,69,315
51,48,69,294
48,48,72,279
45,51,69,300
45,45,72,267
45,48,69,309
54,45,72,291
45,45,72,255
51,45,69,318
45,45,69,306
48,45,72,264
45,45,75,300
45,45,72,354
51,45,72,747
48,45,72,294
51,54,69,1218
45,45,72,294
45,51,72,309
54,45,69,300
45,45,69,300
51,48,63,402
45,45,72,294
54,51,69,1236
45,45,63,294
45,45,72,1233
51,51,69,291
48,45,81,1233
51,45,69,294
45,45,69,1230
45,51,69,294
48,45,72,1212
45,48,69,294
51,45,69,1203
45,51,69,294
54,48,69,396
45,45,69,291
45,45,69,1209
45,45,69,294
48,54,72,1215
51,54,69,294
45,45,84,1200
51,45,69,294
48,54,72,1224
45,48,63,294
45,48,69,1215
45,45,69,291
54,54,69,1224
45,45,69,294
51,45,63,1197
45,45,63,297
48,51,63,1221
45,45,69,294
45,45,69,291
51,51,69,1068
48,45,63,294
51,48,75,1245
45,45,69,291
45,45,69,1236
54,54,72,294
45,45,69,1245
51,48,72,294
45,54,69,1251
54,45,72,294
45,45,69,1236
45,51,69,294
51,48,69,1197
48,45,69,294
51,45,69,1215
45,51,69,297
45,45,69,1221
48,45,78,306
45,51,72,300
51,45,69,291
45,45,69,1092
54,48,69,294
45,54,72,1218
45,45,63,294
45,45,69,1209
48,54,72,294
51,45,69,1218
45,45,72,297
51,54,69,1182
48,45,72,294
45,45,72,1215
45,54,75,294
45,45,72,1218
54,45,63,294
45,48,69,1224
51,45,69,309
45,45,69,402
48,54,69,294
45,45,72,1215
45,45,72,297
51,45,69,1221
48,48,72,294
51,45,72,1212
45,45,69,294
45,45,69,1182
54,51,69,294
45,45,75,1212
51,45,69,294
45,51,63,1218
54,45,69,294
45,45,72,1209
45,45,69,294
51,45,72,1179
48,45,72,300
51,45,72,303
45,45,69,300
45,45,72,468
48,48,69,294
45,54,72,1236
51,45,69,294
45,45,69,1212
54,54,81,291
45,48,69,1233
45,51,72,294
45,45,69,1248
48,45,63,294
51,45,69,1212
45,51,63,294
51,45,69,1182
48,51,69,294
45,45,69,1209
45,51,69,300
45,45,72,306
54,45,72,711
45,45,69,294
51,51,78,1179
45,45,72,294
48,45,69,1251
45,48,72,294
45,45,69,1236
51,45,69,294
48,45,69,1251
51,48,72,294
45,45,72,1188
45,45,72,297
54,51,69,1221
45,45,72,294
51,45,69,1212
45,48,69,294
54,48,72,798
45,45,75,291
45,48,69,1200
51,48,69,294
48,45,72,1245
51,45,69,294
45,51,72,1251
45,45,63,294
48,45,69,1236
45,54,69,294
51,45,72,1212
45,51,72,294
54,48,63,1224
45,45,69,297
45,45,72,1221
45,51,69,294
48,54,75,1212
51,45,69,294
51,54,69,1110
45,45,72,294
54,51,69,1218
45,45,69,294
45,45,63,1209
51,51,72,294
48,48,69,1218
51,51,72,297
45,45,69,1182
48,51,63,294
45,48,72,1215
45,54,69,294
51,48,75,1218
48,54,69,294
51,48,69,1224
45,45,72,294
45,45,69,1179
54,45,69,294
45,45,69,534
51,51,69,297
45,48,72,1221
54,45,69,294
45,51,69,1212
45,45,72,294
51,45,72,1182
48,45,69,294
51,45,72,1212
45,51,78,294
45,51,69,1218
48,45,72,294
45,51,69,1209
51,48,69,294
45,54,69,1179
51,45,69,297
45,54,69,1218
48,45,72,294
45,54,72,300
45,45,69,306
51,48,69,300
48,45,69,897
45,48,69,291
48,54,72,1197
45,54,75,294
51,45,69,1248
45,45,72,291
54,45,69,1233
45,45,69,294
45,45,69,1248
45,51,72,294
48,54,69,1185
51,45,69,294
45,45,69,1218
51,51,69,294
48,45,69,1209
45,45,72,306
45,54,69,309
45,45,72,309
54,45,69,621
45,51,69,294
51,48,72,1251
45,51,69,294
48,45,69,1236
45,51,69,294
45,54,69,1251
51,45,63,294
45,45,69,1197
45,54,63,297
48,45,69,1221
45,51,72,294
51,45,72,1212
45,45,69,294
54,45,75,1221
45,54,69,303
48,51,69,300
45,45,72,300
45,51,72,294
51,48,69,1116
48,45,69,294
51,45,72,1251
45,45,69,294
45,51,69,1188
54,45,69,294
45,45,69,1251
51,54,69,294
45,48,69,1224
54,45,69,297
45,45,78,1221
45,51,69,294
51,45,69,1176
48,45,69,294
51,45,69,300
45,45,72,300
45,48,69,300
48,45,69,294
45,48,69,1107
51,45,72,294
45,45,72,1179
51,45,72,297
48,45,69,1218
45,45,72,294
45,51,75,1215
45,45,72,294
54,45,69,1218
45,48,72,294
51,51,69,1188
45,45,72,294
48,51,69,1215
45,45,72,291
45,48,69,300
51,51,69,627
48,51,69,294
51,45,69,1212
45,45,72,294
45,45,63,1182
54,51,72,294
45,45,81,1212
51,45,72,294
45,54,69,1218
54,45,72,294
45,51,69,1209
45,54,69,294
51,48,69,1179
48,54,69,297
51,51,63,1218
45,48,69,294
45,45,69,1218
48,51,69,303
45,45,72,306
51,45,72,300
45,51,75,294
54,45,69,831
45,45,72,291
45,45,72,1233
45,45,72,294
48,45,69,1248
51,45,72,294
45,48,72,1194
51,45,69,294
48,45,72,1230
45,48,69,294
45,45,72,1209
45,45,69,294
54,51,72,1218
45,45,69,297
51,54,75,903
45,51,72,294
48,45,69,1236
45,54,72,294
45,48,69,1236
51,54,69,294
48,45,69,1251
51,45,69,294
45,45,69,1197
45,51,72,294
54,51,72,1248
45,51,72,291
51,45,69,1224
45,45,69,294
54,48,69,1221
45,45,78,294
45,45,69,1173
51,48,69,294
48,45,69,1152
51,45,72,300
45,45,69,1200
45,51,72,294
48,48,69,1224
45,54,72,294
51,48,69,1179
45,45,72,291
54,51,72,1224
45,45,72,294
45,45,69,1215
45,45,84,297
48,45,72,1221
51,48,69,294
45,48,72,1176
51,54,69,294
48,45,69,1221
45,54,69,294
45,45,72,306
45,54,69,303
54,45,69,603
45,54,69,294
51,45,69,1179
45,45,72,297
48,54,63,1218
45,45,72,294
45,51,75,1215
51,45,69,294
48,51,69,1218
51,45,69,294
45,45,72,1188
45,45,72,294
54,51,69,1215
45,45,72,291
51,45,69,1224
45,45,63,294
54,45,69,300
45,45,69,303
45,45,69,720
51,45,72,294
48,45,69,1248
51,54,84,294
45,45,72,1233
45,45,72,294
48,45,69,1239
45,54,69,291
51,45,69,1182
45,45,72,294
54,45,72,1227
45,45,72,297
45,51,69,1218
45,51,69,294
48,45,69,1215
51,48,63,294
45,54,72,306
51,45,75,309
48,51,69,309
45,48,69,588
45,45,69,291
45,45,72,1233
54,51,72,294
45,45,72,1248
51,54,69,294
45,51,69,1194
48,45,69,294
45,54,69,1239
45,48,72,294
51,45,72,1209
48,45,72,294
51,51,72,1218
45,45,75,297
45,48,69,1182
54,45,69,303
45,51,72,297
51,45,69,822
45,54,69,294
54,45,69,1236
45,45,69,294
45,51,63,1212
51,45,69,294
48,45,69,1236
51,45,69,294
45,51,72,1248
45,54,69,291
48,45,69,1224
45,48,75,294
51,51,72,1182
45,45,69,294
54,51,69,1212
45,54,72,294
45,54,69,432
45,45,63,300
48,45,72,1200
51,51,69,294
45,45,69,1188
51,45,69,294
48,51,72,1215
45,51,63,291
45,45,69,1224
45,48,75,294
54,45,69,1215
45,45,72,297
51,45,69,1185
45,54,69,294
48,51,72,1212
45,45,69,294
45,54,72,1221
51,51,69,294
48,45,69,303
51,45,72,300
45,51,69,474
45,54,69,294
54,45,72,1239
45,51,69,294
51,45,78,1245
45,45,72,291
54,51,69,1236
45,48,69,294
45,45,72,1200
51,51,69,294
48,45,69,1236
51,45,69,294
45,45,72,1215
45,45,69,291
48,45,72,1224
45,51,69,294
51,48,72,303
45,48,72,294
54,45,75,864
45,45,72,294
45,45,69,1209
45,51,69,294
48,45,72,1218
51,45,69,297
45,45,63,1182
51,45,69,294
48,51,69,1215
45,45,69,294
45,54,72,1218
45,51,69,294
54,45,69,1224
45,45,72,294
51,51,72,1179
45,45,75,291
48,48,72,303
45,63,72,309
45,72,69,303
51,45,72,390
48,45,69,294
51,48,69,1212
45,48,69,294
45,51,72,1182
54,45,69,294
45,45,69,1212
51,48,69,294
45,48,72,1218
54,45,72,294
45,45,69,1209
45,48,78,294
51,51,69,1179
48,45,69,297
51,45,69,1218
45,48,69,309
45,51,69,303
48,45,69,309
45,51,69,294
51,45,69,936
45,51,63,294
54,45,69,1215
45,51,69,291
45,45,69,1224
45,45,69,294
48,45,75,1215
51,45,63,297
45,51,69,1185
51,45,72,294
48,45,69,1212
45,51,72,294
45,45,63,1221
45,48,69,294
54,45,69,297
45,54,72,306
51,45,69,300
45,45,72,306
48,48,72,711
45,45,72,294
45,48,72,1245
51,48,78,294
48,51,72,1251
51,51,72,294
45,51,69,1188
45,45,69,294
54,54,69,1233
45,45,72,294
51,45,63,1215
45,45,63,297
54,45,69,1221
45,45,69,294
45,54,69,294
51,45,69,303
48,54,63,309
51,51,81,303
45,48,81,528
45,51,72,294
48,45,72,1209
45,48,69,294
51,51,69,1179
45,48,72,297
54,48,72,1218
45,51,69,294
45,51,69,1215
45,45,69,294
48,48,69,1218
51,45,69,294
45,51,69,1188
51,45,69,294
48,51,75,306
45,45,69,300
45,51,69,306
45,45,72,756
54,54,69,294
45,45,69,1221
51,45,69,294
45,45,72,1173
48,51,69,294
45,45,69,1218
45,51,72,294
51,45,72,1209
48,45,69,294
51,45,72,306
45,45,69,753
45,54,75,366
54,45,69,1281
45,51,69,300
51,45,69,294
45,51,72,1065
54,48,72,291
45,45,69,1224
45,45,72,294
51,45,69,1176
48,45,72,297
51,45,72,1221
45,48,72,294
45,45,63,1212
48,51,69,294
45,51,78,1221
51,45,69,294
45,51,72,1173
54,48,69,294
45,51,72,1218
45,45,69,294
45,45,69,1209
48,45,72,837
51,45,69,300
45,51,72,1164
51,48,69,294
48,51,69,1224
45,51,72,294
45,45,69,1215
45,48,63,291
54,51,75,1224
45,45,69,294
51,45,69,1188
45,45,69,297
48,54,72,1221
45,54,63,294
45,48,69,1212
51,54,69,294
48,45,72,1221
51,45,69,294
45,48,72,306
45,48,72,303
54,45,63,309
45,48,72,726
51,48,69,294
45,54,78,1218
54,45,69,297
45,45,69,1218
45,54,69,294
51,45,69,1215
48,45,69,294
51,51,69,1218
45,45,69,294
45,45,72,1224
48,51,69,294
45,51,69,1215
51,45,69,294
45,45,72,1212
54,51,69,963
45,48,75,294
45,54,72,1221
45,45,69,294
48,48,69,1212
51,45,69,294
45,51,72,1203
51,45,72,294
48,48,69,1209
45,51,69,294
45,48,72,1218
45,51,63,297
54,54,69,1218
45,45,69,294
51,51,69,1200
45,45,69,294
48,45,75,1218
45,51,69,291
45,48,69,306
51,54,69,300
48,45,69,306
51,51,72,768
45,45,69,303
45,45,69,1197
54,45,63,297
45,51,69,1221
51,45,69,294
45,51,69,1212
54,45,69,294
45,45,72,1221
45,54,84,294
51,45,69,1119
48,45,69,294
51,51,72,1218
45,45,72,294
45,48,69,1209
48,45,69,309
45,51,69,303
51,54,72,417
45,45,69,294
54,45,69,1215
45,48,72,294
45,45,69,1218
45,51,69,294
48,48,69,1224
51,45,75,294
45,51,72,1179
51,45,69,291
48,45,72,1224
45,51,69,294
45,45,69,1215
45,45,69,297
54,45,72,1221
45,48,69,294
51,51,69,690
45,45,69,294
48,51,63,1218
45,45,69,294
45,54,69,1209
51,48,72,294
48,45,84,1218
51,51,69,297
45,45,69,1182
51,45,72,294
48,45,72,1215
45,45,72,294
45,45,69,1218
45,45,69,294
54,45,69,1224
45,45,72,294
51,51,69,1179
45,45,69,294
45,45,69,306
54,54,69,300
45,48,78,294
51,51,63,819
45,45,69,294
54,45,69,1212
45,51,72,294
45,45,63,1182
54,48,69,294
45,51,63,1212
51,48,69,294
45,51,72,1218
48,45,69,294
45,51,69,1209
48,48,72,294
51,51,69,1179
45,51,72,291
45,51,75,1218
48,51,72,309
45,45,69,303
51,45,72,300
45,45,72,300
54,45,72,291
45,45,69,297
45,54,69,384
45,48,69,294
48,45,69,420
51,48,69,297
45,45,69,381
51,45,72,297
48,54,72,387
45,45,69,294
45,45,75,381
45,45,72,294
54,45,69,417
45,51,69,294
51,45,69,309
45,45,72,258
45,48,63,294
51,45,69,1173
48,48,69,294
51,51,69,1218
